"Date","Seller","Buyer","Item","Price","Durability","Rarity"
"2/12/2015 6:57:57 AM","Phobia","shinji2024","Hold-P106 IV","$3,000","51","g"
"2/12/2015 6:58:57 AM","MrMighty","dchistory","Smolder II","$3,162","47","g"
"2/12/2015 6:59:57 AM","MrMighty","Badders12","Succubus VII","$3,634","52","g"
"2/12/2015 7:01:57 AM","Grade","tomlinson25","Gravity Smasher II","$908","18","g"
"2/12/2015 7:14:13 AM","Phobia","mrdopeblack","Viper XV","$9,000","44","g"
"2/12/2015 7:44:01 AM","Phobia","Uberlord","Aegis Gambit VII","$4,392","42","g"
"2/12/2015 7:44:21 AM","pigpuncher","jw1984","Holocrine Shield III","$19,000","99","g"
"2/12/2015 7:48:12 AM","Munson","stealthlord7","Demolisher V","$149,999","30","b"
"2/12/2015 8:03:38 AM","DaDjsMule1","usine60","Hold-H203 I","$100,000","100","g"
"2/12/2015 8:38:26 AM","SUMMONED","IsmaelMS","Storage IV","$75,000","100","b"
"2/12/2015 8:55:56 AM","Administrato","derpderpderp","Diamond Armor V","$20,000","28","g"
"2/12/2015 8:56:57 AM","Khaok","23Enigma","Carbide Hull VII","$15,000","57","g"
"2/12/2015 9:05:11 AM","MUFC","usine60","Drone Tech I","$200,000","100","g"
"2/12/2015 9:10:02 AM","ganja","Khaok","Osmium Armor XI","$150,000","58","b"
"2/12/2015 9:18:00 AM","Calisi","GoranKall","Tractor Beam","$3,000,000","95","p"
"2/12/2015 9:25:13 AM","MaxPayne","Gorn","Ruin VIII","$300,000","59","b"
"2/12/2015 9:29:39 AM","darthyid","nagibator","LCD-V1","$375,000","100","p"
"2/12/2015 9:30:49 AM","MUFC","ampsrc","Cabal Tech I","$200,000","100","g"
"2/12/2015 9:40:18 AM","TheLimper","cyrrus","Drone Tech I","$300,000","100","b"
"2/12/2015 9:49:47 AM","Psycosomatik","TheUnspoken","Hold-H114 VI","$10,000","49","g"
"2/12/2015 9:57:20 AM","TychusTwo","g00spla77er","Hold-P222 III","$15,000","49","g"
"2/12/2015 10:04:20 AM","VanillaGoril","Vitruvious1","Hold-P103 II","$132,865","100","g"
"2/12/2015 10:18:21 AM","flipper","Wintersun","Cataclysm II","$12,000","49","g"
"2/12/2015 10:22:20 AM","Pyronotic","Barnicle","Ruin II","$6,128","32","g"
"2/12/2015 10:48:21 AM","Khaok","duras","Osmium Armor II","$10,000","56","g"
"2/12/2015 10:52:43 AM","pigpuncher","duras","Storage III","$13,500","100","g"
"2/12/2015 10:53:02 AM","MUFC","namie","Drone Tech I","$200,000","100","g"
"2/12/2015 11:00:14 AM","dannyshane","samwing","Osmium Armor IV","$40,000","52","g"
"2/12/2015 11:07:22 AM","eradicate20","samwing","Storage III","$20,000","59","g"
"2/12/2015 11:09:41 AM","TheUnspoken","GreyBank","Toil Tech I","$150,000","100","g"
"2/12/2015 11:19:27 AM","PathFinder","tomlinson25","Incinerator XIII","$100,000","91","b"
"2/12/2015 11:20:14 AM","XxSeekerxX","Achilles","Hold-W115 IV","$100,000","44","g"
"2/12/2015 11:20:55 AM","SCAREN2","Modus","Ajax Gambit VI","$50,000","38","g"
"2/12/2015 11:21:52 AM","Modus","SCAREN2","Ajax Gambit VI","$50,000","38","g"
"2/12/2015 11:38:35 AM","Calisi","boneyasoon","Drone Tech I","$2,000,000","96","o"
"2/12/2015 11:44:02 AM","UNLEASH3D","satanswolf","Titanium Hull IX","$349,999","99","p"
"2/12/2015 11:47:31 AM","Greyhauk","Frozenskillz","Dragon IV","$2,239","36","g"
"2/12/2015 11:47:31 AM","Greyhauk","top6un","Animus I","$9,843","47","g"
"2/12/2015 11:47:31 AM","Greyhauk","Gunsmoke187","Silence IV","$820","16","g"
"2/12/2015 11:47:31 AM","Greyhauk","darik","Matter Inverter III","$2,466","40","g"
"2/12/2015 11:48:31 AM","Greyhauk","theDragn","Havok Mk. IV","$1,844","64","g"
"2/12/2015 11:49:31 AM","mystikman73","Frozenskillz","Disruptor VI","$3,993","37","g"
"2/12/2015 11:50:31 AM","Greyhauk","Gunsmoke187","Prophecy II","$1,150","25","g"
"2/11/2015 12:23:07 AM","divinehawk","Thorsy22","Burst Cannon VI","$726,000","65","g"
"2/11/2015 12:23:07 AM","Foldem","Virjohn","Rapture II","$275,000","90","b"
"2/11/2015 12:27:56 AM","KenseyKlutch","nemisisVW","Skip Drive","$100,000","100","g"
"2/11/2015 12:28:01 AM","KenseyKlutch","rageoverwelm","Skip Drive","$100,000","100","g"
"2/11/2015 12:29:52 AM","Biomech","mikeobe14","Skip Drive","$195,000","100","g"
"2/11/2015 12:30:00 AM","Thunderlips","mikeobe14","Skip Drive","$199,999","100","g"
"2/11/2015 12:30:03 AM","Keem3140","mikeobe14","Skip Drive","$200,000","100","g"
"2/11/2015 12:30:07 AM","TheQUE","Jet3r","Gauss Cannon XV","$6,899","20","b"
"2/11/2015 12:30:15 AM","Vista","deadllama","Hold-P113 III","$20,000","44","g"
"2/11/2015 12:31:08 AM","ForMySins","KIFKang","Ravager V","$750,000","90","o"
"2/11/2015 12:33:14 AM","TychusTwo","RobotMonkey","Brutalizer XI","$85,000","46","b"
"2/11/2015 12:42:12 AM","catacomb96","Anubis1","Wyvern IV","$20,000","59","g"
"2/11/2015 12:43:32 AM","dirtyharry","Question","Composite Hull XIII","$1,500,000","100","r"
"2/11/2015 12:52:56 AM","assman","darik","Exoprene Shield II","$15,000","35","g"
"2/11/2015 1:17:11 AM","MUFC","Vista","Composite Hull IV","$100,000","63","p"
"2/11/2015 1:17:41 AM","EpicMoron","KenseyKlutch","Cataclysm VI","$50,000","32","b"
"2/11/2015 1:21:11 AM","MUFC","ShinyAzure","Hold-W215 V","$50,000","48","p"
"2/11/2015 1:21:11 AM","MUFC","Fenn","Hold-W117 VII","$50,000","57","p"
"2/11/2015 1:21:11 AM","MUFC","suddenprey","Hold-P118 VII","$55,000","96","p"
"2/11/2015 1:21:11 AM","MUFC","Malaryush","Hold-H215 VIII","$50,000","55","p"
"2/11/2015 1:24:18 AM","Vista","remus3","Pain VII","$15,000","33","g"
"2/11/2015 1:24:21 AM","cyber178","Ghule","Hold-P221 V","$50,000","52","b"
"2/11/2015 1:24:48 AM","kedem","Wraith74","Hold-P122 IV","$20,000","40","g"
"2/11/2015 1:24:55 AM","momoney9","Ghule","Screamer III","$275,000","52","b"
"2/11/2015 1:30:14 AM","iSmooth","ABCWarrior","Pulverizer IV","$15,000","48","g"
"2/11/2015 1:32:15 AM","iSmooth","Wraith74","Exoprene Shield XII","$75,000","56","g"
"2/11/2015 1:53:19 AM","shinebox","aprilsbro","Hold-H120 VIII","$15,000","54","b"
"2/11/2015 2:03:19 AM","deadllama","Qwertyy","Thorium Armor II","$1,134","36","g"
"2/11/2015 2:08:27 AM","Magicc1982","dravis","Exodus III","$15,000","29","g"
"2/11/2015 2:08:29 AM","ArgonPrime","dravis","Screamer IX","$49,000","47","g"
"2/11/2015 2:18:06 AM","catacomb96","KidKana","Hold-H203 IV","$10,000","65","g"
"2/11/2015 2:39:13 AM","swyd","Keem3140","Grappling Hook","$2,800,000","100","b"
"2/11/2015 2:40:13 AM","nakos3317","bogus","Hold-P205 VII","$10,000","55","g"
"2/11/2015 2:59:51 AM","MyClone","jobin92","Carbide Hull I","$40,000","34","g"
"2/11/2015 3:01:36 AM","siddhis","jobin92","Osmium Armor XI","$15,000","51","g"
"2/11/2015 3:01:44 AM","Ghule","RickGrimes","Hold-P103 VIII","$150,000","60","p"
"2/11/2015 3:04:47 AM","Magicc1982","jobin92","Storage III","$15,000","26","g"
"2/11/2015 3:11:26 AM","deadllama","Uberlord","Hold-W212 VI","$1,137","26","g"
"2/11/2015 3:11:26 AM","deadllama","Uberlord","Hold-P211 IV","$1,232","32","g"
"2/11/2015 3:15:26 AM","siddharth","Ub3rm3nscH","Screamer VI","$27,500","56","g"
"2/11/2015 3:15:43 AM","TormentHC","bumalu","Havok Tech I","$200,000","100","g"
"2/11/2015 3:17:27 AM","TheLimper","setan1500","Darkness V","$1,000,000","100","o"
"2/11/2015 3:40:30 AM","Phobia","Jet3r","Carbide Hull XIV","$3,300","16","g"
"2/11/2015 3:41:30 AM","Phobia","darik","Hold-R212 IV","$4,831","53","g"
"2/11/2015 3:47:14 AM","snotface","watchman","Matter Inverter II","$25,000","24","g"
"2/11/2015 3:50:38 AM","Yzerman","BgCrazyStraw","Burst Cannon IX","$250,000","31","b"
"2/11/2015 3:54:34 AM","Phobia","SWAT","Hold-R125 V","$3,993","63","g"
"2/11/2015 4:39:56 AM","Kiritoza","Endriu","Screamer IX","$250,000","100","p"
"2/11/2015 4:57:24 AM","ArgonPrime","Kiritoza","Basilisk VII","$49,000","63","g"
"2/11/2015 5:06:34 AM","Magicc1982","Kiritoza","Carbide Hull XIV","$20,000","52","g"
"2/11/2015 5:09:56 AM","Magicc1982","MrSWIV","Hold-P209 III","$15,000","43","g"
"2/11/2015 5:10:48 AM","snotface","ElfZack","Hold-H125 V","$100,000","32","p"
"2/11/2015 5:19:53 AM","catacomb96","nakos3317","Ion Cannon II","$12,000","34","g"
"2/11/2015 5:20:06 AM","Alphacus","DjSadface","Thorium Armor IV","$8,000","54","g"
"2/11/2015 5:21:41 AM","JCalvert","bogus","Hold-H117 VII","$2,923","52","g"
"2/11/2015 5:43:22 AM","Magicc1982","114man","Osmium Armor X","$20,000","50","g"
"2/11/2015 5:50:05 AM","UNLEASH3D","Kiritoza","Holocrine Shield VII","$25,000","45","g"
"2/11/2015 5:53:01 AM","UNLEASH3D","Kiritoza","Horror VIII","$65,000","61","g"
"2/11/2015 5:54:49 AM","iSmooth","starphx","Leviathan V","$10,000","76","g"
"2/11/2015 5:58:39 AM","ibeatupkids","114man","Hold-H222 III","$300,000","99","b"
"2/11/2015 6:01:53 AM","Nocturn","114man","Osmium Armor XIII","$25,000","37","g"
"2/11/2015 6:17:49 AM","draposopard","dchistory","Hold-W116 IV","$9,000","53","g"
"2/11/2015 6:38:04 AM","Jams","krogen","Stealth Drive","$2,799,999","92","b"
"2/11/2015 7:13:00 AM","TheGhostShip","pranatosh","Screamer X","$65,000","52","g"
"2/11/2015 7:13:27 AM","snotface","Zengettsu","Carbide Hull IX","$25,000","41","g"
"2/11/2015 7:17:57 AM","WTNorton","Uberlord","Hold-W113 VI","$2,923","58","g"
"2/11/2015 7:45:00 AM","Vista","Uberlord","Harpy II","$5,500","56","g"
"2/11/2015 7:50:10 AM","dolba","wnjduvall","Rapture VIII","$416,000","80","p"
"2/11/2015 7:51:28 AM","rockhard0207","Wraith74","Exoprene Shield XIV","$150,000","31","b"
"2/11/2015 8:00:15 AM","Vista","deadllama","Composite Hull VIII","$41,600","50","g"
"2/11/2015 8:09:04 AM","VVPoo","starphx","Matter Inverter IV","$10,000","51","g"
"2/11/2015 8:12:40 AM","MrSWIV","deadllama","Wyvern IV","$17,500","34","g"
"2/11/2015 8:29:46 AM","TechDrive","deadllama","Diamond Armor XIII","$35,000","37","g"
"2/11/2015 8:31:05 AM","peon1","deadllama","Storage I","$50,000","100","g"
"2/11/2015 8:34:08 AM","gandalfblack","dchistory","Exoprene Shield VI","$1,965","28","g"
"2/11/2015 8:35:10 AM","seeker66","pranatosh","Succubus VIII","$10,000","100","g"
"2/11/2015 8:41:51 AM","deadllama","jw1984","Wyvern IV","$8,500","34","g"
"2/11/2015 8:42:08 AM","CaptainWelsh","bogus","Hold-H124 VII","$3,000","31","g"
"2/11/2015 8:47:08 AM","Ogod","Ghule","Hold-P204 IV","$5,000","49","g"
"2/11/2015 8:59:34 AM","Foldem","GodAmonstMen","Burst Cannon IV","$650,000","97","g"
"2/11/2015 9:02:12 AM","littlepond","DaDjsMule1","Skip Drive","$300,000","75","o"
"2/11/2015 9:03:09 AM","MUFC","Nocturn","Hold-H116 III","$50,000","54","g"
"2/11/2015 9:04:59 AM","MrSWIV","BessaBrick","Exoprene Shield III","$15,000","100","g"
"2/11/2015 9:05:09 AM","seeker66","jw1984","Hold-P218 III","$5,000","50","g"
"2/11/2015 9:09:13 AM","setan1500","littlepond","Pain IV","$350,000","66","p"
"2/11/2015 9:17:12 AM","catacomb96","Uberlord","Ion Cannon X","$5,500","61","g"
"2/11/2015 9:17:12 AM","catacomb96","Magicc1982","Holocrine Shield II","$6,000","38","g"
"2/11/2015 9:21:57 AM","CinderAlpha","Ratt","Hold-W102 VII","$75,000","31","b"
"2/11/2015 9:23:34 AM","MyClone","DeepCover","Osmium Armor I","$39,000","41","g"
"2/11/2015 9:23:40 AM","EmperorJim","DeepCover","Osmium Armor I","$40,000","50","g"
"2/11/2015 9:23:45 AM","AlbinoRhino","DeepCover","Osmium Armor II","$40,000","36","g"
"2/11/2015 9:33:21 AM","AdeusG","DeepCover","Radiance III","$24,000","55","g"
"2/11/2015 9:36:09 AM","Magicc1982","DeepCover","Gargoyle II","$12,500","30","g"
"2/11/2015 9:37:25 AM","ShadowFox","fogofwar","Horror IV","$248,000","37","b"
"2/11/2015 9:43:23 AM","TheGhostShip","Airstrike","Titanium Hull XII","$90,000","100","b"
"2/11/2015 9:44:00 AM","AlbinoRhino","DeepCover","Holocrine Shield III","$40,000","40","g"
"2/11/2015 9:47:22 AM","MrSWIV","sotest1","Hold-P214 III","$10,000","30","g"
"2/11/2015 9:58:55 AM","114man","Airstrike","Basilisk IV","$5,000","17","g"
"2/11/2015 10:07:19 AM","starphx","bogus","Hold-P223 V","$2,000","17","g"
"2/11/2015 10:10:45 AM","TheDarkOne","xarbin","Burst Cannon VI","$25,000","20","g"
"2/10/2015 12:08:31 AM","Magicc1982","bingbing78","Agony III","$15,000","29","g"
"2/10/2015 12:09:43 AM","BMF","Magicc1982","Hold-H105 IV","$5,000","55","g"
"2/10/2015 12:09:53 AM","EmperorJim","bingbing78","Holocrine Shield II","$40,000","38","g"
"2/10/2015 12:11:45 AM","Mushi2","bingbing78","Hold-P114 III","$25,000","43","g"
"2/10/2015 12:20:47 AM","Foldem","nemisisVW","Titanium Hull XV","$250,000","34","p"
"2/10/2015 12:27:51 AM","Mist","77KILL","Hold-H203 IV","$250,000","57","b"
"2/10/2015 12:36:06 AM","zzawfulzz","Magicc1982","Composite Hull II","$6,000","34","g"
"2/10/2015 12:37:49 AM","BadPoohBear","77KILL","Hold-P203 III","$750,000","58","p"
"2/10/2015 12:42:09 AM","Wolverine","KrytonRD","Agent Tech I","$198,000","100","b"
"2/10/2015 12:52:52 AM","Magicc1982","Picachy66","Cytoplast Shield VIII","$14,500","39","g"
"2/10/2015 12:56:39 AM","ganja","Raibus","Exoprene Shield V","$15,000","51","g"
"2/10/2015 12:58:19 AM","BoredGamer","Picachy66","Hold-P108 III","$10,000","21","g"
"2/10/2015 12:59:10 AM","dk1","dchistory","Serpent V","$22,000","46","b"
"2/10/2015 12:59:55 AM","peon1","z06","Agent Tech I","$200,000","100","g"
"2/10/2015 1:00:10 AM","dk1","AdeusG","Rail Gun VII","$25,000","64","b"
"2/10/2015 1:00:10 AM","AGlimmung","brittanykn","Alien Hunter","$150,000","100","g"
"2/10/2015 1:03:10 AM","Foldem","Psycosomatik","Bounty Hunter","$300,000","100","g"
"2/10/2015 1:17:10 AM","deadllama","LoneStarrrrr","Behemoth III","$4,868","44","g"
"2/10/2015 1:37:14 AM","yahoomail","bizirgio","Burst Cannon V","$275,000","20","g"
"2/10/2015 1:59:40 AM","Keem3140","Luz3r","Basilisk V","$95,000","100","b"
"2/10/2015 2:04:34 AM","MUFC","Luz3r","Aegis Gambit V","$10,000","62","g"
"2/10/2015 2:10:47 AM","XxSeekerxX","Luz3r","Diamond Armor VII","$10,000","59","g"
"2/10/2015 2:10:59 AM","Jaylew408","zzawfulzz","Diamond Armor X","$150,000","50","b"
"2/10/2015 2:11:12 AM","UnderverseMP","Virjohn","Horror III","$48,000","28","g"
"2/10/2015 2:13:11 AM","Magicc1982","Myrlin2","Hold-P113 III","$15,000","61","g"
"2/10/2015 2:15:49 AM","UNLEASH3D","zzawfulzz","Viper VI","$65,000","48","b"
"2/10/2015 2:20:28 AM","Magicc1982","rogueshadow","Hold-W210 IV","$10,000","40","g"
"2/10/2015 2:22:23 AM","Magicc1982","Virjohn","Hold-H105 IV","$10,000","55","g"
"2/10/2015 2:26:21 AM","TechDrive","UNLEASH3D","WP-V4","$6,050","46","g"
"2/10/2015 2:27:21 AM","TechDrive","Magicc1982","Hold-P221 III","$5,000","45","g"
"2/10/2015 2:36:46 AM","ProjectX","Keem3140","Skip Drive","$175,000","97","g"
"2/10/2015 2:43:55 AM","Magicc1982","remus3","Hold-H212 III","$17,500","64","g"
"2/10/2015 2:57:17 AM","nemisisVW","emogirl18","Hold-R115 IV","$785,000","80","p"
"2/10/2015 3:09:21 AM","SinistroO","joey74","Hold-H118 III","$300,000","18","p"
"2/10/2015 3:18:09 AM","Magicc1982","emogirl18","HX-V12","$34,999","65","g"
"2/10/2015 3:26:28 AM","setan1499","dopy","Sage Tech I","$300,000","100","g"
"2/10/2015 3:28:29 AM","MrProfit","maakashdeep","Proton Launcher XIV","$15,000","27","g"
"2/10/2015 3:37:29 AM","deather19","goobeeson","Exoprene Shield IV","$500,000","85","p"
"2/10/2015 3:55:32 AM","PathFinder","zzawfulzz","Hold-W205 III","$7,191","43","b"
"2/10/2015 4:01:32 AM","Mcmillan2000","Magicc1982","Exodus III","$5,000","29","g"
"2/10/2015 4:01:32 AM","Mcmillan2000","maakashdeep","Screamer XII","$10,000","22","g"
"2/10/2015 4:03:32 AM","Mcmillan2000","Nyqx","Titanium Hull VI","$10,000","57","g"
"2/10/2015 4:19:33 AM","Phobia","Qwertyy","Exoprene Shield IV","$3,300","17","g"
"2/10/2015 4:20:33 AM","DeathFlamezX","Magicc1982","Gargoyle II","$2,440","30","g"
"2/10/2015 4:20:33 AM","Phobia","Melencolia","Hold-H224 VII","$3,000","17","g"
"2/10/2015 4:20:33 AM","Phobia","dchistory","Hold-W105 III","$4,831","50","g"
"2/10/2015 4:20:33 AM","Phobia","Magicc1982","Hold-W202 III","$3,300","33","g"
"2/10/2015 4:20:33 AM","Phobia","Magicc1982","Hold-W206 VII","$3,630","52","g"
"2/10/2015 4:34:46 AM","FALLENSTAR","Everyone","Stealth Drive","$2,000,000","100","g"
"2/10/2015 4:36:36 AM","Budz","cyrrus","Exodus II","$60,000","30","g"
"2/10/2015 5:07:21 AM","Magicc1982","Scatterbane","Exoprene Shield II","$12,500","20","g"
"2/10/2015 5:12:40 AM","wnjduvall","headinjury","Skip Drive","$330,000","100","p"
"2/10/2015 5:15:15 AM","Homer977","RickGrimes","Burst Cannon VIII","$42,500","54","g"
"2/10/2015 5:16:53 AM","Magicc1982","MrTroller","Hold-H114 IV","$10,000","28","g"
"2/10/2015 5:17:40 AM","MaxPayne","Coltraine","Desolator XI","$250,000","45","b"
"2/10/2015 5:19:16 AM","dooditsme","MrTroller","Thorium Armor III","$5,000","62","g"
"2/10/2015 5:26:56 AM","scruffysnake","bingbing78","Demolisher VIII","$80,000","63","g"
"2/10/2015 5:34:19 AM","r3gulat0r13","dangerAlt2","Diamond Armor X","$290,000","100","p"
"2/10/2015 5:35:14 AM","DaDjsMule1","caffeine","Hold-H108 VIII","$5,000","59","g"
"2/10/2015 5:38:44 AM","louieb24","starphx","Hold-P223 V","$1,760","17","g"
"2/10/2015 5:40:31 AM","Equity","slangdom","Carbide Hull VIII","$400,000","100","p"
"2/10/2015 5:43:38 AM","AGlimmung","Jams","Titanium Hull X","$600,000","100","p"
"2/10/2015 5:43:45 AM","KidKana","Jams","Titanium Hull X","$130,000","80","p"
"2/10/2015 5:45:18 AM","loneranger","stealthlord7","Havok Mk. IV","$65,000","37","g"
"2/10/2015 5:45:52 AM","Zeus484","caffeine","Hold-P102 VI","$100,000","62","g"
"2/10/2015 5:47:44 AM","GodAmonstMen","BiggNasty","Darkness IV","$10,000","35","g"
"2/10/2015 5:47:44 AM","GodAmonstMen","Keem3140","Oblivion XIV","$12,100","55","g"
"2/10/2015 5:48:44 AM","GodAmonstMen","TheUnspoken","Pulverizer III","$33,000","26","g"
"2/10/2015 5:49:44 AM","GodAmonstMen","BadPoohBear","Hold-H121 VII","$20,000","17","g"
"2/10/2015 5:51:02 AM","Mak3Mon3y518","stealthlord7","Accelerator VI","$225,000","67","p"
"2/10/2015 6:04:48 AM","MoJoJoKillA","Keem3140","Skip Drive","$177,618","100","g"
"2/10/2015 6:37:22 AM","MUFC","maakashdeep","Exterminator X","$80,800","71","g"
"2/10/2015 6:37:51 AM","deadllama","Magicc1982","Pain IV","$3,327","34","g"
"2/10/2015 6:48:33 AM","r3gulat0r13","Deebo4","Hold-W103 III","$25,000","94","g"
"2/10/2015 6:56:18 AM","DaDjsMule1","setan1500","Darkness V","$650,000","100","o"
"2/10/2015 7:08:50 AM","cyber178","23Enigma","Hold-R220 VI","$10,000","58","g"
"2/10/2015 7:14:48 AM","ganja","Airstrike","Titanium Hull V","$12,000","40","g"
"2/10/2015 7:15:15 AM","Magicc1982","Airstrike","Titanium Hull VII","$15,000","36","g"
"2/10/2015 7:15:25 AM","Magicc1982","Airstrike","Titanium Hull V","$15,000","62","g"
"2/10/2015 7:23:59 AM","Batcarrier","maakashdeep","Screamer X","$6,655","28","g"
"2/10/2015 7:24:59 AM","Batcarrier","23Enigma","Burst Cannon VIII","$25,289","29","g"
"2/10/2015 7:42:59 AM","devilsreject","Orageunas","Hold-H215 V","$2,356","41","g"
"2/10/2015 7:46:12 AM","flipper","RobotMonkey","Firecat III","$4,000","43","g"
"2/10/2015 7:47:57 AM","UNLEASH3D","RobotMonkey","Hellcannon VII","$25,000","99","g"
"2/10/2015 7:47:59 AM","DestroyerBro","Drunkduck","Hold-P112 V","$3,097","64","g"
"2/10/2015 7:50:48 AM","TheLimper","RobotMonkey","Gravity Smasher XIV","$450,000","100","o"
"2/10/2015 7:51:07 AM","cyber178","zippooo","Ripper III","$10,000","39","g"
"2/10/2015 7:52:23 AM","cyber178","RobotMonkey","Basilisk IX","$30,000","22","g"
"2/10/2015 8:00:08 AM","Magicc1982","aurora","Diamond Armor II","$12,500","49","g"
"2/10/2015 8:02:08 AM","ShadowFox","Iginla","DCD-V10","$248,000","70","p"
"2/10/2015 8:07:03 AM","Phobia","Taemon","Holocrine Shield I","$2,500","19","g"
"2/10/2015 8:16:03 AM","megashooter","Vialmirage","Succubus VII","$20,000","100","g"
"2/10/2015 8:20:07 AM","Devaku","lon3r","Grappling Hook","$2,000,000","100","g"
"2/10/2015 8:31:31 AM","ganja","thekaz","Skip Drive","$200,000","98","g"
"2/10/2015 8:31:37 AM","Keem3140","thekaz","Skip Drive","$200,000","97","g"
"2/10/2015 8:55:10 AM","AGlimmung","maakashdeep","Carbide Hull II","$65,000","100","b"
"2/10/2015 8:59:11 AM","UnderverseMP","tumblesone","Hold-R118 VI","$21,000","24","g"
"2/10/2015 9:03:03 AM","ibeatupkids","tumblesone","Carbide Hull IV","$8,000","56","g"
"2/10/2015 9:08:10 AM","MUFC","Tanocraft","Hold-H105 III","$6,050","21","g"
"2/10/2015 9:09:10 AM","MUFC","Uberlord","Silence XI","$5,000","55","g"
"2/9/2015 12:05:03 AM","Realtx","rockhard0207","HX-V7","$125,000","20","p"
"2/9/2015 12:10:03 AM","TheQUE","brittanykn","Thorium Armor VIII","$126,336","90","p"
"2/9/2015 12:41:42 AM","Homoerectus","thEL","Carbide Hull IX","$325,000","61","b"
"2/9/2015 12:43:48 AM","Skopal","Yoomi","Warrior Mk. IV","$25,000","54","g"
"2/9/2015 12:56:03 AM","Magicc1982","Yoomi","Holocrine Shield V","$15,000","27","g"
"2/9/2015 12:57:24 AM","Blue","ye11owhawk","Diamond Armor XII","$136,800","55","b"
"2/9/2015 1:34:49 AM","Lazarus","Devilbac","Hold-H112 IV","$12,000","43","g"
"2/9/2015 1:36:14 AM","IrishRebel","Keem3140","Screamer XIII","$10,000","18","g"
"2/9/2015 1:39:55 AM","Magicc1982","mrdopeblack","Osmium Armor III","$12,500","26","g"
"2/9/2015 1:51:15 AM","Ware138","Mist","Hold-P122 VII","$28,400","16","g"
"2/9/2015 1:58:18 AM","CritterZ","ETphoneHOME","Mutilator XI","$996,500","44","g"
"2/9/2015 2:07:39 AM","Mist","BadPoohBear","Hold-P203 III","$265,000","58","b"
"2/9/2015 2:07:40 AM","Magicc1982","mrdopeblack","Harpy III","$12,500","40","g"
"2/9/2015 2:10:18 AM","kniffman","shinji2024","Wyvern IV","$1,948","25","g"
"2/9/2015 2:11:18 AM","kniffman","shinji2024","Meson Blaster IV","$1,331","21","g"
"2/9/2015 2:17:19 AM","deadllama","shinji2024","Penatrator IV","$2,712","48","g"
"2/9/2015 2:23:21 AM","bgod123","shinji2024","Hold-P214 VII","$1,210","20","g"
"2/9/2015 2:36:44 AM","aulda","bogus","Hold-P211 III","$3,500","43","g"
"2/9/2015 2:37:22 AM","Phobia","Uberlord","Serpent X","$3,300","57","g"
"2/9/2015 2:38:22 AM","Phobia","kuzem","Hold-H104 IV","$3,000","33","g"
"2/9/2015 2:38:22 AM","Phobia","shinji2024","Hold-H208 V","$3,300","58","g"
"2/9/2015 3:00:26 AM","Kronic","Myrlin","Succubus VIII","$399,999","85","p"
"2/9/2015 3:24:29 AM","Negocient","Everyone","Diamond Armor III","$5,500","55","g"
"2/9/2015 3:25:29 AM","Orageunas","bogus","Carbide Hull I","$1,597","26","g"
"2/9/2015 3:31:01 AM","flipper","KenseyKlutch","Hold-H207 IV","$40,000","56","b"
"2/9/2015 3:33:29 AM","Mushi2","loneranger","Agent Mk. III","$2,000","29","g"
"2/9/2015 3:34:28 AM","GardGnome","tomlinson25","Oblivion IV","$50,000","40","g"
"2/9/2015 3:47:30 AM","DeathFlamezX","brokentoto","Auto Cannon VIII","$3,085","53","g"
"2/9/2015 3:55:34 AM","Zakalwe","Harold","Agent Tech I","$225,000","90","b"
"2/9/2015 4:10:15 AM","aulda","Melencolia","Hold-W210 VII","$2,999","36","g"
"2/9/2015 4:17:33 AM","Feli","steve7","Matter Inverter VI","$10,000","27","g"
"2/9/2015 4:39:16 AM","Zekk","Kiritoza","Holocrine Shield IV","$65,000","98","b"
"2/9/2015 4:41:03 AM","danihger","Kiritoza","Exterminator X","$400,000","100","b"
"2/9/2015 4:53:20 AM","DoK","MissIsle","Skip Drive","$1,000,000","100","p"
"2/9/2015 5:00:26 AM","cyber178","kohokas","Diamond Armor VI","$10,000","55","g"
"2/9/2015 5:06:25 AM","jobin92","hoffy","Proton Launcher VI","$600,000","66","p"
"2/9/2015 5:13:40 AM","VVPoo","Greyboar","WP-V5","$500,000","62","g"
"2/9/2015 5:18:42 AM","darkar16","Myrlin2","Oblivion III","$52,400","21","g"
"2/9/2015 5:20:04 AM","cyber178","SKSw2wur","Titanium Hull XI","$10,000","25","g"
"2/9/2015 5:21:02 AM","Lazarus","Myrlin2","Hold-W109 VI","$10,000","54","g"
"2/9/2015 5:22:01 AM","Badders12","Myrlin2","Titanium Hull II","$10,000","54","g"
"2/9/2015 5:32:44 AM","electronic","Ashalia","Hold-P125 VIII","$30,000","38","b"
"2/9/2015 5:48:49 AM","siddhis","quomo","Holocrine Shield IV","$25,000","42","g"
"2/9/2015 5:59:44 AM","Magicc1982","Nopsis","Hold-P111 III","$15,000","32","g"
"2/9/2015 6:05:52 AM","crackin21","corwnnofambr","Hold-W222 III","$4,000","32","g"
"2/9/2015 6:10:16 AM","PathFinder","galactiga","Cabal Tech I","$500,000","100","b"
"2/9/2015 6:11:48 AM","bowviper1","wafflesfulls","Osmium Armor X","$2,744","50","g"
"2/9/2015 6:19:03 AM","dk1","walter1989","Burst Cannon VI","$30,000","62","g"
"2/9/2015 6:24:34 AM","ShadowFox","Airstrike","Warrior Tech I","$48,000","100","g"
